file_name,video_name,scores,labels,boxes
32.jpg,VMSExportKOAK03,0.32674503,0,"[array([0.4900344 , 0.12933245, 0.13152416, 0.09494271], dtype=float32)]"
32.jpg,VMSExportKOAK03,0.3218907,0,"[array([0.5010489 , 0.1469401 , 0.11124894, 0.062165  ], dtype=float32)]"
32.jpg,VMSExportKOAK03,0.44787246,2,"[array([0.4939624 , 0.35654807, 0.29326352, 0.5205838 ], dtype=float32)]"
18.jpg,VMSExportKOAK03,0.4044149,0,"[array([0.51945996, 0.12585725, 0.13766946, 0.10712822], dtype=float32)]"
18.jpg,VMSExportKOAK03,0.4473618,2,"[array([0.49696806, 0.33556876, 0.314903  , 0.5785499 ], dtype=float32)]"
24.jpg,VMSExportKOAK03,0.39226758,0,"[array([0.52181584, 0.1307875 , 0.1366597 , 0.10428595], dtype=float32)]"
24.jpg,VMSExportKOAK03,0.45064762,2,"[array([0.4754426 , 0.33787543, 0.31882876, 0.58358264], dtype=float32)]"
30.jpg,VMSExportKOAK03,0.375617,1,"[array([0.3902002 , 0.17038049, 0.17103933, 0.333984  ], dtype=float32)]"
30.jpg,VMSExportKOAK03,0.42915505,2,"[array([0.501914 , 0.3580905, 0.2954177, 0.5147973], dtype=float32)]"
31.jpg,VMSExportKOAK03,0.36847788,1,"[array([0.39969498, 0.16940385, 0.169876  , 0.33599055], dtype=float32)]"
31.jpg,VMSExportKOAK03,0.31394133,0,"[array([0.5046184 , 0.15023422, 0.1041395 , 0.05100014], dtype=float32)]"
31.jpg,VMSExportKOAK03,0.43342912,2,"[array([0.5026722 , 0.36177608, 0.28943595, 0.5066025 ], dtype=float32)]"
25.jpg,VMSExportKOAK03,0.37144756,0,"[array([0.5116277 , 0.12581807, 0.12363581, 0.09688923], dtype=float32)]"
25.jpg,VMSExportKOAK03,0.4468578,2,"[array([0.4998022 , 0.3349075 , 0.30300513, 0.5708411 ], dtype=float32)]"
25.jpg,VMSExportKOAK03,0.45526528,1,"[array([0.26185408, 0.30220082, 0.18669717, 0.42781445], dtype=float32)]"
25.jpg,VMSExportKOAK03,0.34196728,1,"[array([0.8353179, 0.5242278, 0.2654042, 0.433068 ], dtype=float32)]"
19.jpg,VMSExportKOAK03,0.37231085,0,"[array([0.5132398 , 0.12586732, 0.12357775, 0.10222044], dtype=float32)]"
19.jpg,VMSExportKOAK03,0.4582262,2,"[array([0.4681588 , 0.33710983, 0.31591418, 0.5931095 ], dtype=float32)]"
42.jpg,VMSExportKOAK03,0.34780902,0,"[array([0.5457946 , 0.13744509, 0.09864765, 0.06517993], dtype=float32)]"
42.jpg,VMSExportKOAK03,0.45647797,1,"[array([0.41225016, 0.188689  , 0.18265879, 0.36858743], dtype=float32)]"
42.jpg,VMSExportKOAK03,0.42307648,2,"[array([0.49441704, 0.3475087 , 0.29837674, 0.5336367 ], dtype=float32)]"
4.jpg,VMSExportKOAK03,0.42544186,0,"[array([0.54547054, 0.09903271, 0.13605805, 0.10206378], dtype=float32)]"
4.jpg,VMSExportKOAK03,0.43777588,2,"[array([0.52071065, 0.2846623 , 0.28603342, 0.5431732 ], dtype=float32)]"
56.jpg,VMSExportKOAK03,0.40048566,0,"[array([0.52792645, 0.13171674, 0.13319232, 0.09100458], dtype=float32)]"
56.jpg,VMSExportKOAK03,0.4410765,1,"[array([0.3604172 , 0.2456789 , 0.19821043, 0.3719217 ], dtype=float32)]"
56.jpg,VMSExportKOAK03,0.45374477,2,"[array([0.49341327, 0.34038863, 0.29558167, 0.5501894 ], dtype=float32)]"
5.jpg,VMSExportKOAK03,0.43534175,0,"[array([0.54498965, 0.09884887, 0.13639195, 0.10077213], dtype=float32)]"
5.jpg,VMSExportKOAK03,0.4543224,2,"[array([0.51124954, 0.27974644, 0.27212527, 0.5380441 ], dtype=float32)]"
57.jpg,VMSExportKOAK03,0.31323647,1,"[array([0.7327494 , 0.13996439, 0.15124272, 0.27922973], dtype=float32)]"
57.jpg,VMSExportKOAK03,0.4503913,1,"[array([0.34629744, 0.24539448, 0.18143523, 0.37590915], dtype=float32)]"
57.jpg,VMSExportKOAK03,0.4218474,0,"[array([0.51931715, 0.13239804, 0.13565856, 0.08580134], dtype=float32)]"
57.jpg,VMSExportKOAK03,0.45720226,2,"[array([0.49353382, 0.32999822, 0.30203983, 0.5532617 ], dtype=float32)]"
0.jpg,VMSExportKOAK07,0.3219713866710663,2,"[array([0.45102537, 0.15872721, 0.25394478, 0.25873375], dtype=float32)]"
0.jpg,VMSExportKOAK07,0.4715457260608673,0,"[array([0.44675073, 0.1642976 , 0.14600113, 0.17753865], dtype=float32)]"
0.jpg,VMSExportKOAK07,0.449693500995636,2,"[array([0.44379154, 0.25493467, 0.31057608, 0.4551197 ], dtype=float32)]"
1.jpg,VMSExportKOAK07,0.3584055602550506,2,"[array([0.45404634, 0.15733734, 0.24918853, 0.2639505 ], dtype=float32)]"
1.jpg,VMSExportKOAK07,0.4754505455493927,0,"[array([0.4454229 , 0.16506456, 0.15048842, 0.1787843 ], dtype=float32)]"
1.jpg,VMSExportKOAK07,0.4652029275894165,2,"[array([0.455165  , 0.25593954, 0.31690532, 0.46137628], dtype=float32)]"
2.jpg,VMSExportKOAK07,0.5203996300697327,0,"[array([0.44885156, 0.16742396, 0.15281293, 0.1795823 ], dtype=float32)]"
2.jpg,VMSExportKOAK07,0.3185159564018249,2,"[array([0.45995542, 0.15969685, 0.24409273, 0.24343787], dtype=float32)]"
2.jpg,VMSExportKOAK07,0.4646259546279907,2,"[array([0.45944583, 0.25643247, 0.32537636, 0.4592129 ], dtype=float32)]"
3.jpg,VMSExportKOAK07,0.4767106175422668,0,"[array([0.4530449 , 0.16136424, 0.15044853, 0.1836819 ], dtype=float32)]"
3.jpg,VMSExportKOAK07,0.3607735633850097,2,"[array([0.45281696, 0.1574684 , 0.2560158 , 0.25713205], dtype=float32)]"
3.jpg,VMSExportKOAK07,0.3178727924823761,2,"[array([0.45839033, 0.15985325, 0.24818255, 0.24486752], dtype=float32)]"
3.jpg,VMSExportKOAK07,0.4441275298595428,2,"[array([0.4588724 , 0.26035365, 0.32924765, 0.46744025], dtype=float32)]"
4.jpg,VMSExportKOAK07,0.3207167983055115,2,"[array([0.4524484 , 0.15178789, 0.24616595, 0.25490192], dtype=float32)]"
4.jpg,VMSExportKOAK07,0.3269760310649872,0,"[array([0.46389452, 0.16051552, 0.20684429, 0.20814674], dtype=float32)]"
4.jpg,VMSExportKOAK07,0.4956707060337066,0,"[array([0.444156  , 0.1670903 , 0.14948045, 0.17653215], dtype=float32)]"
4.jpg,VMSExportKOAK07,0.4608050286769867,2,"[array([0.44744384, 0.25823066, 0.32431188, 0.46161896], dtype=float32)]"
6.jpg,VMSExportKOAK07,0.3489969968795776,2,"[array([0.45103893, 0.15140022, 0.25228456, 0.25472713], dtype=float32)]"
6.jpg,VMSExportKOAK07,0.5080376267433167,0,"[array([0.44157615, 0.16572562, 0.14100899, 0.18320799], dtype=float32)]"
6.jpg,VMSExportKOAK07,0.467115968465805,2,"[array([0.4532697 , 0.255047  , 0.3131674 , 0.46228802], dtype=float32)]"
7.jpg,VMSExportKOAK07,0.3074344098567962,2,"[array([0.45499384, 0.1519873 , 0.244451  , 0.2568045 ], dtype=float32)]"
7.jpg,VMSExportKOAK07,0.4869505763053894,0,"[array([0.44658294, 0.16264229, 0.13966838, 0.18016525], dtype=float32)]"
7.jpg,VMSExportKOAK07,0.4664182066917419,2,"[array([0.44240615, 0.25673452, 0.31158057, 0.4598948 ], dtype=float32)]"
5.jpg,VMSExportKOAK07,0.4933806657791137,0,"[array([0.45081362, 0.16893893, 0.15703188, 0.17826755], dtype=float32)]"
5.jpg,VMSExportKOAK07,0.4666602313518524,2,"[array([0.45280325, 0.25529623, 0.31353968, 0.45858547], dtype=float32)]"
5.jpg,VMSExportKOAK07,0.3134320378303528,1,"[array([0.70635366, 0.52147067, 0.25946558, 0.34973574], dtype=float32)]"
8.jpg,VMSExportKOAK07,0.5238296985626221,0,"[array([0.44298014, 0.16727582, 0.14184205, 0.17485805], dtype=float32)]"
8.jpg,VMSExportKOAK07,0.4575641751289367,2,"[array([0.44680414, 0.2567653 , 0.32031068, 0.45972282], dtype=float32)]"
8.jpg,VMSExportKOAK07,0.4186882376670837,1,"[array([0.8260022 , 0.38578016, 0.19868997, 0.31272346], dtype=float32)]"
9.jpg,VMSExportKOAK07,0.4537497758865356,0,"[array([0.44246972, 0.16533826, 0.1399926 , 0.17814715], dtype=float32)]"
9.jpg,VMSExportKOAK07,0.4584417641162872,2,"[array([0.45329782, 0.25359675, 0.3137055 , 0.44939205], dtype=float32)]"
9.jpg,VMSExportKOAK07,0.3163351118564605,1,"[array([0.5342885 , 0.52284133, 0.21843256, 0.30975947], dtype=float32)]"
11.jpg,VMSExportKOAK07,0.3515417277812958,2,"[array([0.44848698, 0.15639699, 0.2508217 , 0.26730123], dtype=float32)]"
11.jpg,VMSExportKOAK07,0.4093594253063202,0,"[array([0.44715333, 0.16415116, 0.14196976, 0.18248329], dtype=float32)]"
11.jpg,VMSExportKOAK07,0.3408640325069427,1,"[array([0.1986379 , 0.33720413, 0.19025151, 0.35848802], dtype=float32)]"
11.jpg,VMSExportKOAK07,0.4455843269824981,2,"[array([0.45403382, 0.25530726, 0.3123227 , 0.46355653], dtype=float32)]"
10.jpg,VMSExportKOAK07,0.316722571849823,2,"[array([0.4526978 , 0.15259728, 0.24088065, 0.2559001 ], dtype=float32)]"
10.jpg,VMSExportKOAK07,0.5060234069824219,0,"[array([0.44203043, 0.16686764, 0.14079894, 0.17787312], dtype=float32)]"
10.jpg,VMSExportKOAK07,0.4575915336608886,2,"[array([0.45196804, 0.25698847, 0.3064934 , 0.46137035], dtype=float32)]"
10.jpg,VMSExportKOAK07,0.4215084910392761,1,"[array([0.23287918, 0.42854828, 0.20013577, 0.36522   ], dtype=float32)]"
12.jpg,VMSExportKOAK07,0.3272645771503448,2,"[array([0.45041624, 0.15563081, 0.25080356, 0.2614174 ], dtype=float32)]"
12.jpg,VMSExportKOAK07,0.4145822823047638,0,"[array([0.4367815 , 0.16556217, 0.1333358 , 0.18315533], dtype=float32)]"
12.jpg,VMSExportKOAK07,0.4454832375049591,2,"[array([0.45222864, 0.25837186, 0.31423885, 0.4656493 ], dtype=float32)]"
12.jpg,VMSExportKOAK07,0.3265367746353149,1,"[array([0.17387098, 0.374962  , 0.23746772, 0.28492388], dtype=float32)]"
13.jpg,VMSExportKOAK07,0.3538208305835724,2,"[array([0.45092556, 0.15266438, 0.24707347, 0.2583088 ], dtype=float32)]"
13.jpg,VMSExportKOAK07,0.506898820400238,0,"[array([0.45005733, 0.1680678 , 0.1611636 , 0.18480127], dtype=float32)]"
13.jpg,VMSExportKOAK07,0.4656186401844024,2,"[array([0.44483522, 0.25611427, 0.31507367, 0.4601816 ], dtype=float32)]"
15.jpg,VMSExportKOAK07,0.3872261643409729,2,"[array([0.45259073, 0.15224817, 0.2474699 , 0.25298533], dtype=float32)]"
15.jpg,VMSExportKOAK07,0.4492991864681244,0,"[array([0.45169303, 0.16219647, 0.14941686, 0.18106186], dtype=float32)]"
15.jpg,VMSExportKOAK07,0.4646273553371429,2,"[array([0.45171967, 0.25615266, 0.31348956, 0.45755813], dtype=float32)]"
14.jpg,VMSExportKOAK07,0.3661985397338867,2,"[array([0.44849426, 0.1547353 , 0.25247443, 0.26046222], dtype=float32)]"
14.jpg,VMSExportKOAK07,0.4966206550598144,0,"[array([0.45183337, 0.16784732, 0.16207705, 0.18641414], dtype=float32)]"
14.jpg,VMSExportKOAK07,0.455483615398407,2,"[array([0.4537413 , 0.25613418, 0.31754026, 0.46100917], dtype=float32)]"
16.jpg,VMSExportKOAK07,0.3362162113189697,2,"[array([0.45018372, 0.15538618, 0.24647607, 0.25988406], dtype=float32)]"
16.jpg,VMSExportKOAK07,0.5222806334495544,0,"[array([0.44738364, 0.16519243, 0.1468863 , 0.17954735], dtype=float32)]"
16.jpg,VMSExportKOAK07,0.4816740453243255,2,"[array([0.4545928 , 0.25696442, 0.31189445, 0.4581111 ], dtype=float32)]"
